ADMIN2,CONTINENT,INCOME_GRP,count,rate,source,source_country,orientation
Yemen,Asia,4. Lower middle income,22,0.02966198816217017,The Hindu,India,Center left
Zambia,Africa,4. Lower middle income,5,0.00674136094594776,The Hindu,India,Center left
Zimbabwe,Africa,5. Low income,5,0.00674136094594776,The Hindu,India,Center left
Afghanistan,Asia,5. Low income,78,0.1572612351055465,The Times of India,India,Center right
Albania,Europe,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Algeria,Africa,3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
American Samoa,Oceania,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Andorra,Europe,2. High income: nonOECD,7,0.01411318776588237,The Times of India,India,Center right
Angola,Africa,3. Upper middle income,13,0.02621020585092441,The Times of India,India,Center right
Antarctica,Antarctica,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
Argentina,South America,3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
Armenia,Asia,4. Lower middle income,25,0.05040424202100848,The Times of India,India,Center right
Australia,Oceania,1. High income: OECD,53,0.106856993084538,The Times of India,India,Center right
Austria,Europe,1. High income: OECD,3,0.00604850904252101,The Times of India,India,Center right
Bahrain,Asia,2. High income: nonOECD,5,0.01008084840420169,The Times of India,India,Center right
Bangladesh,Asia,5. Low income,39,0.07863061755277324,The Times of India,India,Center right
Barbados,North America,2. High income: nonOECD,2,0.00403233936168067,The Times of India,India,Center right
Belarus,Europe,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Belgium,Europe,1. High income: OECD,5,0.01008084840420169,The Times of India,India,Center right
Benin,Africa,5. Low income,3,0.00604850904252101,The Times of India,India,Center right
Bermuda,North America,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
Bhutan,Asia,4. Lower middle income,6,0.01209701808504203,The Times of India,India,Center right
Bosnia and Herzegovina,Europe,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Botswana,Africa,3. Upper middle income,4,0.00806467872336135,The Times of India,India,Center right
Brazil,South America,3. Upper middle income,13,0.02621020585092441,The Times of India,India,Center right
Bulgaria,Europe,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Cameroon,Africa,4. Lower middle income,1,0.00201616968084033,The Times of India,India,Center right
Canada,North America,1. High income: OECD,114,0.22984334361579872,The Times of India,India,Center right
Chad,Africa,5. Low income,13,0.02621020585092441,The Times of India,India,Center right
China,Asia,3. Upper middle income,189,0.38105606967882416,The Times of India,India,Center right
Colombia,South America,3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
Croatia,Europe,2. High income: nonOECD,2,0.00403233936168067,The Times of India,India,Center right
Cuba,North America,3. Upper middle income,31,0.06250126010605053,The Times of India,India,Center right
Cyprus,Asia,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
Czechia,Europe,1. High income: OECD,2,0.00403233936168067,The Times of India,India,Center right
Democratic Republic of the Congo,Africa,5. Low income,819,1.651242968608238,The Times of India,India,Center right
Denmark,Europe,1. High income: OECD,3,0.00604850904252101,The Times of India,India,Center right
Egypt,Africa,4. Lower middle income,5,0.01008084840420169,The Times of India,India,Center right
El Salvador,North America,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Eritrea,Africa,5. Low income,131,0.26411822819008446,The Times of India,India,Center right
Estonia,Europe,1. High income: OECD,24,0.04838807234016815,The Times of India,India,Center right
Ethiopia,Africa,5. Low income,2,0.00403233936168067,The Times of India,India,Center right
Faroe Islands,Europe,2. High income: nonOECD,7,0.01411318776588237,The Times of India,India,Center right
Finland,Europe,1. High income: OECD,4,0.00806467872336135,The Times of India,India,Center right
France,Europe,1. High income: OECD,87,0.17540676223310953,The Times of India,India,Center right
Gabon,Africa,3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
Gambia,Africa,5. Low income,3,0.00604850904252101,The Times of India,India,Center right
Georgia,Asia,4. Lower middle income,5,0.01008084840420169,The Times of India,India,Center right
Germany,Europe,1. High income: OECD,25,0.05040424202100848,The Times of India,India,Center right
Ghana,Africa,4. Lower middle income,4,0.00806467872336135,The Times of India,India,Center right
Greece,Europe,1. High income: OECD,1,0.00201616968084033,The Times of India,India,Center right
Grenada,North America,3. Upper middle income,10,0.02016169680840339,The Times of India,India,Center right
Guinea,Africa,5. Low income,1,0.00201616968084033,The Times of India,India,Center right
Haiti,North America,5. Low income,12,0.02419403617008407,The Times of India,India,Center right
Hong Kong S.A.R.,Asia,2. High income: nonOECD,77,0.15524506542470615,The Times of India,India,Center right
Hungary,Europe,1. High income: OECD,5,0.01008084840420169,The Times of India,India,Center right
Iceland,Europe,1. High income: OECD,1,0.00201616968084033,The Times of India,India,Center right
Indonesia,Asia,4. Lower middle income,4,0.00806467872336135,The Times of India,India,Center right
Iran,Asia,3. Upper middle income,514,1.0363112159519343,The Times of India,India,Center right
Iraq,Asia,4. Lower middle income,7,0.01411318776588237,The Times of India,India,Center right
Ireland,Europe,1. High income: OECD,9,0.01814552712756305,The Times of India,India,Center right
Israel,Asia,1. High income: OECD,22,0.04435573297848747,The Times of India,India,Center right
Italy,Europe,1. High income: OECD,28,0.05645275106352951,The Times of India,India,Center right
Ivory Coast,Africa,4. Lower middle income,1,0.00201616968084033,The Times of India,India,Center right
Japan,Asia,1. High income: OECD,23,0.04637190265932781,The Times of India,India,Center right
Jersey,Europe,2. High income: nonOECD,4,0.00806467872336135,The Times of India,India,Center right
Jordan,Asia,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Kazakhstan,Asia,3. Upper middle income,3,0.00604850904252101,The Times of India,India,Center right
Kenya,Africa,5. Low income,2,0.00403233936168067,The Times of India,India,Center right
Kuwait,Asia,2. High income: nonOECD,4,0.00806467872336135,The Times of India,India,Center right
Laos,Asia,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Lebanon,Asia,3. Upper middle income,3,0.00604850904252101,The Times of India,India,Center right
Liberia,Africa,5. Low income,16,0.03225871489344543,The Times of India,India,Center right
Macao S.A.R,Asia,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
Malaysia,Asia,3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
Maldives,Seven seas (open ocean),3. Upper middle income,5,0.01008084840420169,The Times of India,India,Center right
Mali,Africa,5. Low income,110,0.22177866489243736,The Times of India,India,Center right
Malta,Europe,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
Mauritius,Seven seas (open ocean),3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
Mexico,North America,3. Upper middle income,13,0.02621020585092441,The Times of India,India,Center right
Monaco,Europe,2. High income: nonOECD,6,0.01209701808504203,The Times of India,India,Center right
Mongolia,Asia,4. Lower middle income,1,0.00201616968084033,The Times of India,India,Center right
Mozambique,Africa,5. Low income,2,0.00403233936168067,The Times of India,India,Center right
Myanmar,Asia,5. Low income,14,0.02822637553176475,The Times of India,India,Center right
Namibia,Africa,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Nauru,Oceania,4. Lower middle income,5,0.01008084840420169,The Times of India,India,Center right
Nepal,Asia,5. Low income,33,0.0665335994677312,The Times of India,India,Center right
Netherlands,Europe,1. High income: OECD,8,0.01612935744672271,The Times of India,India,Center right
New Zealand,Oceania,1. High income: OECD,21,0.04233956329764712,The Times of India,India,Center right
Nicaragua,North America,4. Lower middle income,1,0.00201616968084033,The Times of India,India,Center right
Niger,Africa,5. Low income,24,0.04838807234016815,The Times of India,India,Center right
Nigeria,Africa,4. Lower middle income,46,0.09274380531865564,The Times of India,India,Center right
Niue,Oceania,3. Upper middle income,6,0.01209701808504203,The Times of India,India,Center right
North Korea,Asia,5. Low income,3,0.00604850904252101,The Times of India,India,Center right
North Macedonia,Europe,3. Upper middle income,2,0.00403233936168067,The Times of India,India,Center right
Northern Cyprus,Asia,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Norway,Europe,1. High income: OECD,2,0.00403233936168067,The Times of India,India,Center right
Oman,Asia,2. High income: nonOECD,27,0.05443658138268917,The Times of India,India,Center right
Pakistan,Asia,4. Lower middle income,132,0.2661343978709248,The Times of India,India,Center right
Palau,Oceania,3. Upper middle income,92,0.18548761063731128,The Times of India,India,Center right
Palestine,Asia,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Paraguay,South America,4. Lower middle income,5,0.01008084840420169,The Times of India,India,Center right
Peru,South America,3. Upper middle income,4,0.00806467872336135,The Times of India,India,Center right
Philippines,Asia,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Poland,Europe,1. High income: OECD,6,0.01209701808504203,The Times of India,India,Center right
Portugal,Europe,1. High income: OECD,29,0.05846892074436985,The Times of India,India,Center right
Qatar,Asia,2. High income: nonOECD,10,0.02016169680840339,The Times of India,India,Center right
Republic of Serbia,Europe,3. Upper middle income,7,0.01411318776588237,The Times of India,India,Center right
Romania,Europe,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Russia,Europe,3. Upper middle income,64,0.12903485957378177,The Times of India,India,Center right
Rwanda,Africa,5. Low income,3,0.00604850904252101,The Times of India,India,Center right
Samoa,Oceania,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Saudi Arabia,Asia,2. High income: nonOECD,17,0.03427488457428577,The Times of India,India,Center right
Senegal,Africa,4. Lower middle income,4,0.00806467872336135,The Times of India,India,Center right
Sierra Leone,Africa,5. Low income,135,0.2721829069134458,The Times of India,India,Center right
Singapore,Asia,2. High income: nonOECD,20,0.04032339361680679,The Times of India,India,Center right
Somalia,Africa,5. Low income,3,0.00604850904252101,The Times of India,India,Center right
South Africa,Africa,3. Upper middle income,18,0.03629105425512611,The Times of India,India,Center right
South Korea,Asia,1. High income: OECD,16,0.03225871489344543,The Times of India,India,Center right
Spain,Europe,1. High income: OECD,13,0.02621020585092441,The Times of India,India,Center right
Sri Lanka,Asia,4. Lower middle income,96,0.1935522893606726,The Times of India,India,Center right
Sudan,Africa,4. Lower middle income,6,0.01209701808504203,The Times of India,India,Center right
Sweden,Europe,1. High income: OECD,1,0.00201616968084033,The Times of India,India,Center right
Switzerland,Europe,1. High income: OECD,12,0.02419403617008407,The Times of India,India,Center right
Syria,Asia,4. Lower middle income,9,0.01814552712756305,The Times of India,India,Center right
Taiwan,Asia,2. High income: nonOECD,16,0.03225871489344543,The Times of India,India,Center right
Thailand,Asia,3. Upper middle income,12,0.02419403617008407,The Times of India,India,Center right
The Bahamas,North America,2. High income: nonOECD,5,0.01008084840420169,The Times of India,India,Center right
Tonga,Oceania,4. Lower middle income,8,0.01612935744672271,The Times of India,India,Center right
Turkey,Asia,3. Upper middle income,4,0.00806467872336135,The Times of India,India,Center right
Uganda,Africa,5. Low income,4,0.00806467872336135,The Times of India,India,Center right
Ukraine,Europe,4. Lower middle income,13,0.02621020585092441,The Times of India,India,Center right
United Arab Emirates,Asia,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
United Kingdom,Europe,1. High income: OECD,625,1.2601060505252122,The Times of India,India,Center right
United Republic of Tanzania,Africa,5. Low income,1,0.00201616968084033,The Times of India,India,Center right
United States of America,North America,1. High income: OECD,49,0.09879231436117662,The Times of India,India,Center right
Uruguay,South America,3. Upper middle income,95,0.19153611967983225,The Times of India,India,Center right
Uzbekistan,Asia,4. Lower middle income,4,0.00806467872336135,The Times of India,India,Center right
Vatican,Europe,2. High income: nonOECD,1,0.00201616968084033,The Times of India,India,Center right
Venezuela,South America,3. Upper middle income,1,0.00201616968084033,The Times of India,India,Center right
Yemen,Asia,4. Lower middle income,1,0.00201616968084033,The Times of India,India,Center right
Zambia,Africa,4. Lower middle income,3,0.00604850904252101,The Times of India,India,Center right
Zimbabwe,Africa,5. Low income,5,0.01008084840420169,The Times of India,India,Center right
Algeria,Africa,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Armenia,Asia,4. Lower middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Australia,Oceania,1. High income: OECD,10,0.5698005698005698,Irish Independent,Ireland,Center right
Austria,Europe,1. High income: OECD,1,0.05698005698005697,Irish Independent,Ireland,Center right
Barbados,North America,2. High income: nonOECD,2,0.11396011396011396,Irish Independent,Ireland,Center right
Belarus,Europe,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Canada,North America,1. High income: OECD,3,0.17094017094017094,Irish Independent,Ireland,Center right
Colombia,South America,3. Upper middle income,2,0.11396011396011396,Irish Independent,Ireland,Center right
Cuba,North America,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Democratic Republic of the Congo,Africa,5. Low income,3,0.17094017094017094,Irish Independent,Ireland,Center right
Ecuador,South America,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Eritrea,Africa,5. Low income,4,0.2279202279202279,Irish Independent,Ireland,Center right
Estonia,Europe,1. High income: OECD,5,0.2849002849002849,Irish Independent,Ireland,Center right
France,Europe,1. High income: OECD,5,0.2849002849002849,Irish Independent,Ireland,Center right
Georgia,Asia,4. Lower middle income,4,0.2279202279202279,Irish Independent,Ireland,Center right
Germany,Europe,1. High income: OECD,2,0.11396011396011396,Irish Independent,Ireland,Center right
Hungary,Europe,1. High income: OECD,1,0.05698005698005697,Irish Independent,Ireland,Center right
Iceland,Europe,1. High income: OECD,2,0.11396011396011396,Irish Independent,Ireland,Center right
India,Asia,4. Lower middle income,13,0.7407407407407408,Irish Independent,Ireland,Center right
Indonesia,Asia,4. Lower middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Iran,Asia,3. Upper middle income,8,0.4558404558404558,Irish Independent,Ireland,Center right
Israel,Asia,1. High income: OECD,1,0.05698005698005697,Irish Independent,Ireland,Center right
Italy,Europe,1. High income: OECD,6,0.3418803418803419,Irish Independent,Ireland,Center right
Japan,Asia,1. High income: OECD,3,0.17094017094017094,Irish Independent,Ireland,Center right
Liberia,Africa,5. Low income,5,0.2849002849002849,Irish Independent,Ireland,Center right
Lithuania,Europe,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Mali,Africa,5. Low income,5,0.2849002849002849,Irish Independent,Ireland,Center right
Mexico,North America,3. Upper middle income,2,0.11396011396011396,Irish Independent,Ireland,Center right
Monaco,Europe,2. High income: nonOECD,2,0.11396011396011396,Irish Independent,Ireland,Center right
New Zealand,Oceania,1. High income: OECD,3,0.17094017094017094,Irish Independent,Ireland,Center right
Niger,Africa,5. Low income,2,0.11396011396011396,Irish Independent,Ireland,Center right
Nigeria,Africa,4. Lower middle income,2,0.11396011396011396,Irish Independent,Ireland,Center right
Norway,Europe,1. High income: OECD,1,0.05698005698005697,Irish Independent,Ireland,Center right
Oman,Asia,2. High income: nonOECD,28,1.5954415954415957,Irish Independent,Ireland,Center right
Pakistan,Asia,4. Lower middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Palau,Oceania,3. Upper middle income,2,0.11396011396011396,Irish Independent,Ireland,Center right
Palestine,Asia,4. Lower middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Portugal,Europe,1. High income: OECD,5,0.2849002849002849,Irish Independent,Ireland,Center right
Russia,Europe,3. Upper middle income,6,0.3418803418803419,Irish Independent,Ireland,Center right
Saint Helena,Seven seas (open ocean),4. Lower middle income,3,0.17094017094017094,Irish Independent,Ireland,Center right
Sierra Leone,Africa,5. Low income,12,0.6837606837606838,Irish Independent,Ireland,Center right
Singapore,Asia,2. High income: nonOECD,1,0.05698005698005697,Irish Independent,Ireland,Center right
Slovakia,Europe,1. High income: OECD,2,0.11396011396011396,Irish Independent,Ireland,Center right
South Africa,Africa,3. Upper middle income,12,0.6837606837606838,Irish Independent,Ireland,Center right
South Korea,Asia,1. High income: OECD,2,0.11396011396011396,Irish Independent,Ireland,Center right
Spain,Europe,1. High income: OECD,4,0.2279202279202279,Irish Independent,Ireland,Center right
Thailand,Asia,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
The Bahamas,North America,2. High income: nonOECD,1,0.05698005698005697,Irish Independent,Ireland,Center right
Turkey,Asia,3. Upper middle income,6,0.3418803418803419,Irish Independent,Ireland,Center right
Ukraine,Europe,4. Lower middle income,3,0.17094017094017094,Irish Independent,Ireland,Center right
United Kingdom,Europe,1. High income: OECD,46,2.6210826210826212,Irish Independent,Ireland,Center right
United States of America,North America,1. High income: OECD,6,0.3418803418803419,Irish Independent,Ireland,Center right
Venezuela,South America,3. Upper middle income,1,0.05698005698005697,Irish Independent,Ireland,Center right
Armenia,Asia,4. Lower middle income,2,0.12674271229404308,Irish Times,Ireland,Center left
Australia,Oceania,1. High income: OECD,11,0.697084917617237,Irish Times,Ireland,Center left
Austria,Europe,1. High income: OECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Barbados,North America,2. High income: nonOECD,5,0.3168567807351077,Irish Times,Ireland,Center left
Belarus,Europe,3. Upper middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Belgium,Europe,1. High income: OECD,5,0.3168567807351077,Irish Times,Ireland,Center left
Bulgaria,Europe,3. Upper middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Canada,North America,1. High income: OECD,2,0.12674271229404308,Irish Times,Ireland,Center left
China,Asia,3. Upper middle income,2,0.12674271229404308,Irish Times,Ireland,Center left
Democratic Republic of the Congo,Africa,5. Low income,5,0.3168567807351077,Irish Times,Ireland,Center left
Denmark,Europe,1. High income: OECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Dominica,North America,3. Upper middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Eritrea,Africa,5. Low income,4,0.25348542458808615,Irish Times,Ireland,Center left
Estonia,Europe,1. High income: OECD,4,0.25348542458808615,Irish Times,Ireland,Center left
Finland,Europe,1. High income: OECD,8,0.5069708491761723,Irish Times,Ireland,Center left
France,Europe,1. High income: OECD,3,0.19011406844106463,Irish Times,Ireland,Center left
Georgia,Asia,4. Lower middle income,5,0.3168567807351077,Irish Times,Ireland,Center left
Germany,Europe,1. High income: OECD,13,0.8238276299112801,Irish Times,Ireland,Center left
India,Asia,4. Lower middle income,9,0.5703422053231939,Irish Times,Ireland,Center left
Indonesia,Asia,4. Lower middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Iran,Asia,3. Upper middle income,10,0.6337135614702154,Irish Times,Ireland,Center left
Israel,Asia,1. High income: OECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Italy,Europe,1. High income: OECD,1,0.06337135614702154,Irish Times,Ireland,Center left
Japan,Asia,1. High income: OECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Liberia,Africa,5. Low income,1,0.06337135614702154,Irish Times,Ireland,Center left
Malta,Europe,2. High income: nonOECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Myanmar,Asia,5. Low income,1,0.06337135614702154,Irish Times,Ireland,Center left
New Zealand,Oceania,1. High income: OECD,5,0.3168567807351077,Irish Times,Ireland,Center left
Niue,Oceania,3. Upper middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
North Korea,Asia,5. Low income,1,0.06337135614702154,Irish Times,Ireland,Center left
Norway,Europe,1. High income: OECD,3,0.19011406844106463,Irish Times,Ireland,Center left
Oman,Asia,2. High income: nonOECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Palau,Oceania,3. Upper middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Philippines,Asia,4. Lower middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Poland,Europe,1. High income: OECD,2,0.12674271229404308,Irish Times,Ireland,Center left
Portugal,Europe,1. High income: OECD,1,0.06337135614702154,Irish Times,Ireland,Center left
Qatar,Asia,2. High income: nonOECD,1,0.06337135614702154,Irish Times,Ireland,Center left
Russia,Europe,3. Upper middle income,5,0.3168567807351077,Irish Times,Ireland,Center left
Senegal,Africa,4. Lower middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Sierra Leone,Africa,5. Low income,2,0.12674271229404308,Irish Times,Ireland,Center left
South Africa,Africa,3. Upper middle income,18,1.1406844106463878,Irish Times,Ireland,Center left
South Korea,Asia,1. High income: OECD,1,0.06337135614702154,Irish Times,Ireland,Center left
Sri Lanka,Asia,4. Lower middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
Syria,Asia,4. Lower middle income,2,0.12674271229404308,Irish Times,Ireland,Center left
Thailand,Asia,3. Upper middle income,1,0.06337135614702154,Irish Times,Ireland,Center left
The Bahamas,North America,2. High income: nonOECD,1,0.06337135614702154,Irish Times,Ireland,Center left
Turkey,Asia,3. Upper middle income,3,0.19011406844106463,Irish Times,Ireland,Center left
Ukraine,Europe,4. Lower middle income,4,0.25348542458808615,Irish Times,Ireland,Center left
United Kingdom,Europe,1. High income: OECD,59,3.738910012674272,Irish Times,Ireland,Center left
United States of America,North America,1. High income: OECD,4,0.25348542458808615,Irish Times,Ireland,Center left
Afghanistan,Asia,5. Low income,162,0.5189646335212712,LA Times,United States of America,Center left
Albania,Europe,4. Lower middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Algeria,Africa,3. Upper middle income,3,0.00961045617631983,LA Times,United States of America,Center left
Andorra,Europe,2. High income: nonOECD,3,0.00961045617631983,LA Times,United States of America,Center left
Angola,Africa,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Argentina,South America,3. Upper middle income,5,0.01601742696053305,LA Times,United States of America,Center left
Armenia,Asia,4. Lower middle income,9,0.0288313685289595,LA Times,United States of America,Center left
Australia,Oceania,1. High income: OECD,60,0.1922091235263967,LA Times,United States of America,Center left
Austria,Europe,1. High income: OECD,7,0.02242439774474628,LA Times,United States of America,Center left
Azerbaijan,Asia,3. Upper middle income,4,0.01281394156842644,LA Times,United States of America,Center left
Bahrain,Asia,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Bangladesh,Asia,5. Low income,2,0.00640697078421322,LA Times,United States of America,Center left
Barbados,North America,2. High income: nonOECD,22,0.07047667862634546,LA Times,United States of America,Center left
Belarus,Europe,3. Upper middle income,26,0.0832906201947719,LA Times,United States of America,Center left
Belgium,Europe,1. High income: OECD,5,0.01601742696053305,LA Times,United States of America,Center left
Benin,Africa,5. Low income,4,0.01281394156842644,LA Times,United States of America,Center left
Bosnia and Herzegovina,Europe,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Botswana,Africa,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Brazil,South America,3. Upper middle income,17,0.0544592516658124,LA Times,United States of America,Center left
Brunei,Asia,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Bulgaria,Europe,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Burkina Faso,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Cambodia,Asia,5. Low income,9,0.0288313685289595,LA Times,United States of America,Center left
Cameroon,Africa,4. Lower middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Canada,North America,1. High income: OECD,57,0.18259866735007688,LA Times,United States of America,Center left
Central African Republic,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Chad,Africa,5. Low income,5,0.01601742696053305,LA Times,United States of America,Center left
Chile,South America,3. Upper middle income,8,0.02562788313685289,LA Times,United States of America,Center left
China,Asia,3. Upper middle income,172,0.5509994874423373,LA Times,United States of America,Center left
Colombia,South America,3. Upper middle income,9,0.0288313685289595,LA Times,United States of America,Center left
Costa Rica,North America,3. Upper middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Croatia,Europe,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Cuba,North America,3. Upper middle income,40,0.12813941568426446,LA Times,United States of America,Center left
Cyprus,Asia,2. High income: nonOECD,2,0.00640697078421322,LA Times,United States of America,Center left
Czechia,Europe,1. High income: OECD,3,0.00961045617631983,LA Times,United States of America,Center left
Democratic Republic of the Congo,Africa,5. Low income,113,0.3619938493080471,LA Times,United States of America,Center left
Denmark,Europe,1. High income: OECD,1,0.00320348539210661,LA Times,United States of America,Center left
Dominica,North America,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Dominican Republic,North America,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Ecuador,South America,3. Upper middle income,3,0.00961045617631983,LA Times,United States of America,Center left
Egypt,Africa,4. Lower middle income,4,0.01281394156842644,LA Times,United States of America,Center left
El Salvador,North America,4. Lower middle income,37,0.11852895950794463,LA Times,United States of America,Center left
Eritrea,Africa,5. Low income,26,0.0832906201947719,LA Times,United States of America,Center left
Estonia,Europe,1. High income: OECD,28,0.08969759097898514,LA Times,United States of America,Center left
Ethiopia,Africa,5. Low income,23,0.07368016401845208,LA Times,United States of America,Center left
Faroe Islands,Europe,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Finland,Europe,1. High income: OECD,4,0.01281394156842644,LA Times,United States of America,Center left
France,Europe,1. High income: OECD,89,0.2851101998974885,LA Times,United States of America,Center left
French Polynesia,Oceania,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Gabon,Africa,3. Upper middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Gambia,Africa,5. Low income,4,0.01281394156842644,LA Times,United States of America,Center left
Georgia,Asia,4. Lower middle income,23,0.07368016401845208,LA Times,United States of America,Center left
Germany,Europe,1. High income: OECD,49,0.156970784213224,LA Times,United States of America,Center left
Greece,Europe,1. High income: OECD,5,0.01601742696053305,LA Times,United States of America,Center left
Greenland,North America,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Guatemala,North America,4. Lower middle income,14,0.04484879548949257,LA Times,United States of America,Center left
Guinea,Africa,5. Low income,2,0.00640697078421322,LA Times,United States of America,Center left
Haiti,North America,5. Low income,73,0.23385443362378264,LA Times,United States of America,Center left
Honduras,North America,4. Lower middle income,5,0.01601742696053305,LA Times,United States of America,Center left
Hong Kong S.A.R.,Asia,2. High income: nonOECD,73,0.23385443362378264,LA Times,United States of America,Center left
Hungary,Europe,1. High income: OECD,4,0.01281394156842644,LA Times,United States of America,Center left
Iceland,Europe,1. High income: OECD,3,0.00961045617631983,LA Times,United States of America,Center left
India,Asia,4. Lower middle income,232,0.743208610968734,LA Times,United States of America,Center left
Indonesia,Asia,4. Lower middle income,7,0.02242439774474628,LA Times,United States of America,Center left
Iran,Asia,3. Upper middle income,186,0.5958482829318298,LA Times,United States of America,Center left
Iraq,Asia,4. Lower middle income,22,0.07047667862634546,LA Times,United States of America,Center left
Ireland,Europe,1. High income: OECD,8,0.02562788313685289,LA Times,United States of America,Center left
Israel,Asia,1. High income: OECD,75,0.24026140440799587,LA Times,United States of America,Center left
Italy,Europe,1. High income: OECD,29,0.09290107637109175,LA Times,United States of America,Center left
Jamaica,North America,3. Upper middle income,7,0.02242439774474628,LA Times,United States of America,Center left
Japan,Asia,1. High income: OECD,242,0.7752434648898001,LA Times,United States of America,Center left
Jersey,Europe,2. High income: nonOECD,9,0.0288313685289595,LA Times,United States of America,Center left
Jordan,Asia,3. Upper middle income,20,0.06406970784213223,LA Times,United States of America,Center left
Kenya,Africa,5. Low income,2,0.00640697078421322,LA Times,United States of America,Center left
Kosovo,Europe,4. Lower middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Kuwait,Asia,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Lebanon,Asia,3. Upper middle income,11,0.03523833931317273,LA Times,United States of America,Center left
Liberia,Africa,5. Low income,30,0.09610456176319836,LA Times,United States of America,Center left
Libya,Africa,3. Upper middle income,6,0.01922091235263967,LA Times,United States of America,Center left
Lithuania,Europe,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
